Categoria;Bairro;Dormitórios;Vagas;Suítes;Tamanho;Preço;Condomínio;IPTU
Sala Comercial;Sé;0;0;0;104;4800;4020;0
Flat Residencial;Perdizes;2;1;1;80;1560;660;0
Flat Residencial;Butantã;3;1;1;98;1680;11808;1008
Sala Comercial;Vila Mariana;0;3;0;246;21600;112608;0
Edifício Completo;Ilha do Bororé;0;35;0;4505;108000;;114000
Flat Residencial;Jardim Guedala;2;1;0;105;3960;1500;264
Flat Residencial;Jardim Europa;4;1;0;165;8160;1800;480
Flat Residencial;Cambuci;1;0;0;50;1800;6108;696
Flat Residencial;Higienópolis;3;2;2;128;5040;16164;372
Ponto Comercial;Brás;0;3;0;136;9600;420;0
Flat Residencial;Jardins;1;0;0;45;3588;540;0
Kitnet;Vila Mariana;1;0;0;27;1440;5664;288
Estabelecimento Comercial;Vila Mariana;0;0;0;235;9600;;0
Flat Residencial;Jardim Europa;4;3;1;205;18000;39108;7416
Sala Comercial;Perdizes;0;1;0;32;1200;11892;1044
Residência em Condomínio;Parelheiros;2;0;0;75;1200;;0
Flat Residencial;Morumbi;2;1;2;85;2280;1200;216
Flat Residencial;Jardim Europa;3;1;1;155;8400;1200;3696
Residência;Vila Esperança;2;0;1;124;2040;;0
Flat Residencial;Grajaú;2;1;0;55;1080;264;0
Flat Residencial;Vila Maria;2;1;0;70;1200;588;564
Flat Residencial;Morumbi;2;1;2;105;13200;7200;0
Flat Residencial;Morumbi;2;0;1;79;3360;17076;0
Estabelecimento Comercial;Santana;0;1;0;35;1320;8952;1056
Flat Residencial;Jardins;4;3;4;505;45600;11400;25992
Sala Comercial;Higienópolis;0;0;0;44;1200;7776;1872
Sala Comercial;Interlagos;0;1;0;35;1440;396;144
Residência em Condomínio;Parelheiros;2;1;2;80;2040;;0
Estabelecimento Comercial;Sé;0;0;0;123;12000;960;0
Flat Residencial;Tucuruvi;2;1;1;70;2280;;0
Estabelecimento Comercial;Interlagos;0;0;0;265;12000;;1200
Flat Residencial;Vila Mariana;1;0;0;43;2160;9456;288
Sala Comercial;Sé;0;0;0;30;900;6192;0
Sala Comercial;Higienópolis;0;0;0;27;1080;4248;180
Flat Residencial;Parelheiros;4;0;1;185;2280;;2112
Flat Residencial;Jardim Europa;2;1;0;87;4800;1164;204
Flat Residencial;Morumbi;2;1;1;90;3540;840;732
Flat Residencial;Interlagos;2;2;1;75;2160;1164;204
Flat Residencial;Jardim Paulista;3;0;0;125;5040;660;0
Flat Residencial;Jardins;3;2;0;105;6000;1200;312
Sala Comercial;Sé;0;0;0;46;600;7656;0
Flat Residencial;Sé;1;0;0;32;1320;444;0
Flat Residencial;Jardim Brasil;2;0;0;55;840;84;0
Armazém Industrial;Penha (SP);0;0;0;2005;18000;;3636
Flat Residencial;Jardins;1;0;0;37;2160;7992;0
Estabelecimento Comercial;Interlagos;0;0;0;41;1800;16644;2136
Armazém Industrial;Campo Limpo;0;0;0;1005;14400;;0
Flat Residencial;Jardins;3;1;1;150;9600;2160;480
Flat Residencial;Jardins;4;2;1;225;7800;3360;6732
Sala Comercial;Jardins;0;0;0;35;3600;1200;1032
Flat Residencial;Perdizes;3;2;1;124;3000;996;0
Flat Residencial;Morumbi;4;2;1;302;90108;4440;13548
Flat Residencial;Interlagos;3;2;1;97;2400;720;120
Flat Residencial;Vila Mariana;2;0;0;63;3600;1068;1956
Flat Residencial;Jardim Europa;4;2;2;345;30000;4320;0
Sala Comercial;Interlagos;0;1;0;32;900;420;0
Flat Residencial;Morumbi;2;1;1;79;2400;1560;300
Sobrado Pequeno;Jardim Nordeste;1;0;0;55;840;;0
Residência em Condomínio;Interlagos;4;3;4;225;8280;1320;840
Flat Residencial;Paraíso;5;2;1;305;6600;2724;9744
Sala Comercial;Paraíso;0;16;0;1185;1275264;449172;0
Kitnet;Cambuci;0;0;0;29;1320;3216;0
Kitnet;Jardins;1;0;1;35;7800;;0
Sobrado Pequeno;Jardim Santa Terezinha;1;0;0;49;840;;0
Flat Residencial;Jardins;4;2;2;215;18000;6000;1008
Flat Residencial;Morumbi;3;2;1;115;3360;1320;4332
Flat Residencial;Morumbi;1;1;0;65;1920;11676;168
Flat Residencial;Interlagos;3;2;3;197;9000;1152;3240
Flat Residencial;Jardim Europa;4;4;3;355;18000;4620;1920
Estabelecimento Comercial;Vila Mariana;0;3;0;684;78000;;0
Sala Comercial;Morumbi;0;1;0;37;1800;708;0
Flat Residencial;Vila Madalena;2;1;1;90;4560;2160;360
Sala Comercial;Sé;0;0;0;85;2160;900;3552
Sala Comercial;Butantã;0;1;0;41;1200;660;672
Sala Comercial;Jardins;0;4;0;328;33600;9708;533832
Apart-Hotel;Jardins;2;1;1;85;14400;5400;600
Flat Residencial;Vila Madalena;4;4;3;270;19200;5040;1680
Flat Residencial;Interlagos;3;2;1;208;3480;1176;3660
Imóvel Comercial;Perdizes;3;0;0;95;1800;;24912
Flat Residencial;Butantã;3;1;1;112;2388;1248;2136
Armazém Industrial;São Miguel Paulista;0;0;0;405;10200;;9324
Estabelecimento Comercial;Barra Funda;0;0;0;167;6600;;504
Flat Residencial;Jardim Europa;3;2;1;175;8640;2760;840
Flat Residencial;Sé;1;0;0;64;1680;5988;12
Flat Residencial;Vila Santa Catarina;3;1;1;67;1320;7824;876
Residência;Jardim Paulista;5;6;5;985;12000;;1440
Flat Residencial;Jardim Guedala;2;1;1;130;6600;1920;240
Flat Residencial;Jardim Europa;2;1;1;110;2760;1536;2772
Estabelecimento Comercial;Morumbi;0;0;0;90;7800;;4776
Flat Residencial;Interlagos;2;1;1;74;2040;7788;1320
Residência;Vila Mariana;2;1;1;113;4560;;0
Sala Comercial;Vila Mariana;0;4;0;139;14400;5640;0
Sala Comercial;Morumbi;0;6;0;209;9480;56076;3840
Sala Comercial;Morumbi;0;2;0;85;6600;242472;48324
Sala Comercial;Sé;0;0;0;75;2640;2160;360
Flat Residencial;Barra Funda;3;1;2;135;3228;1200;180
Flat Residencial;Perdizes;2;1;0;75;1800;864;90
Sala Comercial;Sé;0;0;0;34;720;540;1464
Flat Residencial;Higienópolis;4;0;0;125;5040;1080;204
Flat Residencial;Higienópolis;1;0;0;50;2400;756;30
Flat Residencial;Perdizes;3;1;0;78;2520;780;1164
Flat Residencial;Morumbi;2;2;1;85;3600;1656;360
Flat Residencial;Jardim Anália Franco;3;0;0;85;2040;456;156
Flat Residencial;Morumbi;7;4;6;845;24000;48552;0
Kitnet;Cambuci;1;0;0;25;1080;4896;30
Residência em Condomínio;Morumbi;5;0;5;855;33600;;0
Flat Residencial;Interlagos;2;1;1;87;2160;1068;1548
Flat Residencial;Interlagos;5;4;4;705;10800;3600;3000
Flat Residencial;Vila Santa Catarina;2;1;1;57;1680;540;0
Flat Residencial;Morumbi;3;2;0;107;3840;1068;276
Flat Residencial;Jardins;1;1;0;56;3600;762;52776
Flat Residencial;Jardim Europa;2;2;1;101;7800;1860;4320
Flat Residencial;Jardim Bonfiglioli;2;1;0;75;2040;612;228
Flat Residencial;Vila Madalena;1;1;0;45;1800;3804;408
Apart-Hotel;Vila Madalena;1;1;0;78;6000;27036;66048
Flat Residencial;Morumbi;4;3;3;165;10200;2760;414
Residência em Condomínio;Morumbi;3;5;3;1035;19200;2580;2400
Flat Residencial;Jardim Europa;4;2;4;235;12000;3252;15936
Flat Residencial;Sé;1;0;0;64;1440;840;48
Flat Residencial;Vila Formosa;2;0;0;51;780;;0
Flat Residencial;Morumbi;3;2;2;141;6000;1584;59724
Flat Residencial;Mandaqui;3;0;0;85;1800;540;0
Sala Comercial;Sé;0;0;0;605;38400;282408;29904
Flat Residencial;Vila Mariana;3;2;1;115;3960;1800;414
Residência;Interlagos;3;30;0;605;9600;;336
Flat Residencial;Vila Madalena;2;1;2;55;960;432;168
Flat Residencial;Interlagos;2;1;1;76;2400;588;0
Sala Comercial;Morumbi;0;0;0;36;1560;;0
Flat Residencial;Jardins;2;1;0;67;3840;7476;2232
Sala Comercial;Morumbi;0;8;0;265;21600;10800;1200
Ponto Comercial;Sé;0;0;0;16;5400;;876
Flat Residencial;Jardins;2;1;2;125;9000;1176;2640
Flat Residencial;Higienópolis;3;1;1;118;5400;1920;2712
Flat Residencial;Vila Mariana;1;1;0;45;1200;480;288
Flat Residencial;Jardim Europa;2;0;0;73;3360;8928;0
Flat Residencial;Higienópolis;3;1;0;124;4560;1920;3132
Sala Comercial;Vila Mariana;0;0;0;10;3588;;0
Estabelecimento Comercial;Vila Mariana;0;0;0;100;6000;4716;7488
Sala Comercial;Jaguaré;0;5;0;840;30000;;0
Sala Comercial;Sé;0;0;0;255;19200;4308;12324
Residência em Condomínio;Morumbi;11;4;4;942;18000;2760;168168
Flat Residencial;Morumbi;3;2;1;146;3600;1710;4464
Flat Residencial;Vila Mariana;2;1;0;79;1680;756;0
Flat Residencial;Morumbi;4;3;3;225;12000;4800;0
Flat Residencial;Jardim Europa;3;1;0;105;6240;14124;0
Flat Residencial;Jardim Europa;1;0;0;55;2748;636;120
Estabelecimento Comercial;Jardim Europa;0;0;0;94;12000;3540;17304
Flat Residencial;Jardins;3;1;1;165;12000;1680;5568
Sala Comercial;Sé;0;0;0;65;1440;816;144
Sala Comercial;Sé;0;0;0;558;14400;117252;894
Sala Comercial;Sé;0;0;0;155;5400;4830;1026
Kitnet;Vila Mariana;1;0;0;23;1080;5484;0
Flat Residencial;Morumbi;4;0;0;254;10200;3420;900
Sala Comercial;Morumbi;0;3;0;105;3600;1800;2916
Flat Residencial;Jaguaré;2;1;1;70;2400;840;0
Sala Comercial;Sé;0;0;0;36;600;1416;1656
Flat Residencial;Grajaú;2;1;0;59;1200;270;0
Flat Residencial;Higienópolis;3;0;1;175;7200;1800;38328
Sala Comercial;Interlagos;0;4;0;83;4800;1920;1236
Flat Residencial;Perdizes;3;1;1;110;2820;10716;1764
Flat Residencial;Morumbi;1;1;0;79;2760;14724;1776
Sala Comercial;Freguesia do Ó;0;0;0;29;960;5256;0
Flat Residencial;Grajaú;2;1;1;62;1440;420;0
Kitnet;Sé;1;0;0;37;840;360;252
Residência em Condomínio;Morumbi;4;4;4;310;16800;1152;0
Sala Comercial;Morumbi;0;1;0;29;1200;7272;1344
Kitnet;Jardim Europa;1;0;0;35;3360;858;0
Flat Residencial;Perdizes;3;2;1;205;4800;1056;240
Flat Residencial;Jardim Europa;1;0;1;49;4560;2004;660
Flat Residencial;Morumbi;4;3;2;295;8160;3960;0
Sala Comercial;Butantã;0;1;0;45;1200;600;672
Flat Residencial;Higienópolis;1;0;0;50;2160;7596;66
Flat Residencial;Morumbi;2;1;1;75;2880;1140;1536
Sala Comercial;Sé;0;0;0;118;4800;27696;0
Sala Comercial;Morumbi;0;1;0;50;1680;1920;156
Sobrado Pequeno;São Miguel Paulista;1;1;0;57;1080;;0
Flat Residencial;Paraíso;3;1;0;155;4560;11568;0
Flat Residencial;Jardins;2;1;1;92;3600;1200;0
Flat Residencial;Morumbi;4;3;3;165;9600;2520;414
Sala Comercial;Morumbi;0;0;0;30;888;312;102
Residência em Condomínio;Morumbi;6;0;1;405;12000;27996;1188
Flat Residencial;Morumbi;1;2;1;120;6600;3000;0
Sala Comercial;Vila Mariana;0;3;0;139;13200;6114;13128
Flat Residencial;Higienópolis;3;0;0;115;3240;1200;24
Flat Residencial;Jardins;2;1;1;95;12000;4800;7356
Flat Residencial;Butantã;2;1;1;70;2040;780;1140
Sala Comercial;Morumbi;0;1;0;155;10800;9720;9360
Armazém Industrial;Jaguaré;0;0;0;1605;84000;;0
Flat Residencial;Jardins;3;1;0;125;4440;1320;2856
Flat Residencial;Morumbi;5;3;3;235;16800;2760;480
Sala Comercial;Sé;0;0;0;35;420;1284;1056
Sala Comercial;Butantã;0;4;0;149;6240;2640;0
Flat Residencial;Jardim Europa;4;2;4;215;359988;4800;1200
Sala Comercial;Morumbi;0;7;0;281;24840;87096;2838
Sala Comercial;Sé;0;0;0;64;1680;8088;1368
Sala Comercial;Morumbi;0;1;0;54;1560;1254;0
Flat Residencial;Jardins;4;1;3;205;9600;2880;576
Sala Comercial;Sé;0;0;0;243;12852;54864;15288
Flat Residencial;Água Rasa;1;1;0;65;1200;480;252
Sala Comercial;Jardins;0;0;0;35;2160;11256;2568
Flat Residencial;Higienópolis;2;0;0;71;3600;1440;60
Estabelecimento Comercial;Barra Funda;0;0;0;77;4200;;0
Sala Comercial;Morumbi;0;0;0;36;3000;7332;348
Edifício Completo;Vila Mariana;0;0;0;425;48000;;34032
Flat Residencial;Higienópolis;1;0;0;63;2880;660;1584
Flat Residencial;Paraíso;2;0;0;105;4800;720;0
Flat Residencial;Santana;2;0;1;76;1320;8172;0
Flat Residencial;Santana;2;0;0;65;1080;;0
Flat Residencial;Jardim Anália Franco;2;1;0;100;1980;486;744
Sala Comercial;Jardins;0;2;0;158;39600;7560;15228
Flat Residencial;Jardins;2;0;0;81;2760;780;1944
Flat Residencial;Interlagos;3;3;3;195;3600;960;3600
Estabelecimento Comercial;Jardim Peri;0;0;0;195;5400;;9996
Flat Residencial;Interlagos;2;1;1;73;1560;9384;0
Flat Residencial;Butantã;3;2;1;82;1920;780;0
Imóvel Comercial;Vila Mariana;0;0;0;255;19200;;1392
Flat Residencial;Parelheiros;3;2;1;150;5400;1800;456
Flat Residencial;Higienópolis;2;1;1;90;3840;11124;240
Flat Residencial;Bela Vista;1;0;0;63;1440;510;144
Flat Residencial;Interlagos;3;1;1;78;1920;7152;12
Sala Comercial;Sé;0;0;0;38;840;978;24
Flat Residencial;Vila Madalena;2;1;1;116;4560;960;372
Sala Comercial;Morumbi;0;1;0;33;2640;906;222
Flat Residencial;Jardins;3;1;0;68;4200;1320;1764
Sala Comercial;Interlagos;0;1;0;31;1560;3876;0
Apart-Hotel;Morumbi;2;1;2;69;3000;1680;72
Flat Residencial;Barra Funda;2;0;0;63;1320;456;0
Estabelecimento Comercial;Vila Sônia;0;0;0;202;10800;;900
Sala Comercial;Higienópolis;0;0;0;41;1920;7476;1224
Flat Residencial;Morumbi;2;1;1;95;4800;2520;480
Estabelecimento Comercial;Morumbi;0;1;0;135;3480;3864;11916
Estabelecimento Comercial;Sé;0;0;0;305;11400;;960
Flat Residencial;Interlagos;3;1;1;85;3000;720;0
Estabelecimento Comercial;Sé;0;0;0;35;2640;270;0
Sala Comercial;Sé;0;0;0;634;37740;191784;18108
Sala Comercial;Sé;0;0;0;380;22500;7608;24264
Flat Residencial;Higienópolis;4;1;1;175;10680;43332;666
Flat Residencial;Butantã;2;2;1;99;2040;11148;156
Edifício Completo;Santana;0;5;0;942;36000;;5760
Flat Residencial;Paraíso;4;1;1;295;11040;2160;840
Flat Residencial;Alto de Pinheiros;3;0;1;66;7800;780;0
Sala Comercial;Morumbi;0;1;0;41;1080;840;1632
Flat Residencial;Higienópolis;2;0;0;113;3540;1380;0
Armazém Industrial;Vila Ré;0;3;0;2005;36000;;1440
Flat Residencial;Higienópolis;4;2;0;284;6000;2430;444
Flat Residencial;Higienópolis;2;0;0;90;3360;900;1428
Flat Residencial;Jardim Japão;2;0;0;60;1140;;0
Edifício Completo;Morumbi;0;7;0;505;45600;;1800
Sala Comercial;Sé;0;0;0;36;720;7764;1644
Sala Comercial;Sé;0;0;0;154;2520;2880;0
Armazém Industrial;Brás;0;0;0;1205;16800;;1800
Flat Residencial;Perdizes;2;0;0;82;2160;606;0
Flat Residencial;Jaguaré;3;1;1;77;2160;840;0
Flat Residencial;Higienópolis;3;1;1;215;6000;2880;672
Residência em Condomínio;Interlagos;4;2;4;205;5400;1620;0
Sala Comercial;Sé;0;0;0;305;9600;29124;996
Sala Comercial;Sé;0;0;0;75;2400;1080;240
Sala Comercial;Morumbi;0;1;0;35;1380;11316;1884
Flat Residencial;Morumbi;4;2;1;194;9600;2640;792
Flat Residencial;Higienópolis;1;0;0;46;2280;468;696
Flat Residencial;Butantã;3;1;1;75;2160;900;10716
Sala Comercial;Sé;0;0;0;437;8400;93684;2820
Flat Residencial;Morumbi;2;1;1;79;2160;1320;144
Flat Residencial;Morumbi;2;1;1;57;3960;15684;2556
Flat Residencial;Morumbi;2;0;2;165;14400;;0
Sala Comercial;Morumbi;0;1;0;128;6600;16176;288
Sobrado Pequeno;Jardim Brasil;1;0;0;40;936;;168
Flat Residencial;Paraíso;3;1;0;95;3360;912;1332
Sala Comercial;Morumbi;0;1;0;42;1440;11232;336
Flat Residencial;Butantã;2;1;1;65;1560;7872;192
Flat Residencial;Interlagos;2;1;1;65;2040;600;0
Estabelecimento Comercial;Morumbi;0;1;0;169;14400;7200;0
Flat Residencial;Jardim Vila Formosa;2;1;0;75;1440;252;0
Flat Residencial;Grajaú;2;1;1;70;1200;540;0
Flat Residencial;Vila Mariana;1;0;0;55;1320;540;24
Flat Residencial;Butantã;2;1;1;83;1440;792;708
Flat Residencial;Vila Mariana;2;0;0;105;3600;876;168
Flat Residencial;Higienópolis;1;0;1;45;2760;624;0
Flat Residencial;Jaguaré;1;1;1;35;3240;1620;0
Flat Residencial;Jardins;2;1;1;78;6000;3000;3240
Flat Residencial;Jardins;2;0;0;145;12000;4800;0
Flat Residencial;Higienópolis;1;0;0;40;2400;7044;0
Sala Comercial;Morumbi;0;0;0;32;1200;11328;264
Sala Comercial;Sé;0;0;0;83;2280;864;0
Flat Residencial;Jardim Guedala;2;1;0;92;4440;1320;1716
Estabelecimento Comercial;Vila Mariana;0;11;0;451;658296;;0
Flat Residencial;Jardim Angela;2;1;0;85;960;3036;0
Flat Residencial;Santana;2;0;0;67;1140;192;456
Flat Residencial;Higienópolis;2;4;2;190;10800;3120;0
Flat Residencial;Vila Ema;2;1;0;75;1200;60;30
Flat Residencial;São Miguel Paulista;2;0;0;59;1200;;0
Flat Residencial;Higienópolis;0;0;0;39;1440;576;684
Sala Comercial;Sé;0;0;0;36;600;432;0
Sala Comercial;Sé;0;0;0;25;9168;;0
Sala Comercial;Sé;0;0;0;25;660;720;252
Flat Residencial;Morumbi;2;1;1;70;2040;840;120
Kitnet;Higienópolis;1;0;0;30;1200;348;0
Flat Residencial;Morumbi;2;1;1;95;3000;1320;1608
Vaga de Estacionamento;Sé;0;0;0;5;180;;0
Sala Comercial;Sé;0;0;0;101;4320;1620;4176
Estabelecimento Comercial;Perdizes;0;0;0;90;7800;;4776
Residência em Condomínio;Jardim Vila Formosa;2;1;0;77;1320;336;0
Flat Residencial;Jardim Vila Formosa;2;2;0;75;960;348;0
Estabelecimento Comercial;Vila Mariana;0;4;0;255;36000;840;0
Flat Residencial;São Miguel Paulista;2;0;0;60;1200;558;0
Flat Residencial;Jardim Europa;4;3;1;185;14400;2760;720
Flat Residencial;Higienópolis;3;1;0;135;4560;18936;6708
Sala Comercial;Sé;0;18;0;945;1015716;313068;31032
Kitnet;Sé;1;0;0;45;1320;360;0
Flat Residencial;Jardim Europa;2;2;1;165;9600;3000;0
Flat Residencial;Interlagos;3;2;1;105;2520;9156;21744
Apart-Hotel;Higienópolis;1;1;1;65;6000;;0
Flat Residencial;Morumbi;2;1;1;85;3840;1050;258
Flat Residencial;Morumbi;2;1;2;75;2100;8124;0
Flat Residencial;Vila Madalena;3;3;3;232;22800;4410;1176
Flat Residencial;Higienópolis;2;0;0;85;3600;804;0
Sala Comercial;Higienópolis;0;0;0;225;4200;19956;11364
Flat Residencial;Interlagos;2;2;1;70;1440;804;1404
Sala Comercial;Sé;0;1;0;582;28800;95316;30036
Apart-Hotel;Higienópolis;1;1;0;60;3240;1560;0
Sala Comercial;Sé;0;0;0;47;1200;8508;1056
Sala Comercial;Sé;0;0;0;71;3000;2760;402
Flat Residencial;Perdizes;3;1;1;84;2340;1320;0
Flat Residencial;Paraíso;3;1;1;195;6000;2160;6012
Sala Comercial;Sé;0;0;0;38;1560;5088;792
Flat Residencial;Higienópolis;2;0;0;65;2880;840;0
Apart-Hotel;Jardim Europa;1;1;0;55;3840;2220;258
Flat Residencial;Higienópolis;1;0;0;35;2820;12;0
Flat Residencial;Perdizes;2;1;0;73;1920;672;288
Flat Residencial;Higienópolis;3;0;0;95;3600;1020;180
Flat Residencial;Perdizes;2;1;0;81;1680;9264;996
Sala Comercial;Jardim Europa;0;0;0;305;78000;3600;0
Flat Residencial;Paraíso;3;1;1;119;6240;960;0
Flat Residencial;Higienópolis;1;0;0;32;1200;786;66
Flat Residencial;Jardim Santa Terezinha;1;0;0;33;1080;;0
Residência em Condomínio;Morumbi;4;3;4;285;10800;1140;5400
Apart-Hotel;Higienópolis;1;1;0;65;3000;18408;1932
Sala Comercial;Sé;0;0;0;682;48720;171516;38592
Flat Residencial;Interlagos;3;1;0;75;2760;9972;1008
Flat Residencial;Higienópolis;2;0;0;85;3000;960;0
Flat Residencial;Vila Madalena;2;1;0;98;4800;13176;0
Flat Residencial;Jardim Europa;4;2;1;215;12000;2136;492
Sala Comercial;Morumbi;0;2;0;77;4560;2700;576
Flat Residencial;Brás;1;1;0;52;1800;468;408
Residência;Morumbi;4;5;3;3005;26400;3240;2040
Flat Residencial;Higienópolis;3;0;0;90;3840;1020;0
Flat Residencial;Morumbi;5;4;5;1152;28800;7560;0
Sala Comercial;Sé;0;0;0;42;2400;15912;174
Flat Residencial;Higienópolis (SP);2;0;1;85;1800;;324
Sala Comercial;Sé;0;0;0;219;9600;4476;726
Flat Residencial;Jaguaré;2;1;1;65;1440;636;60
Apart-Hotel;Perdizes;1;1;0;81;2520;780;276
Flat Residencial;Jardim Europa;2;2;0;95;5340;14268;2868
Flat Residencial;Vila Matilde;2;1;0;72;1320;360;0
Kitnet;Vila Sabrina;1;0;0;60;540;;0
Kitnet;Vila Mariana;1;0;0;25;1104;96;0
Sala Comercial;Sé;0;0;0;419;19200;107652;13032
Flat Residencial;Higienópolis;3;0;0;119;3360;1020;2436
Flat Residencial;Jardins;3;1;1;205;9000;5880;10728
Sala Comercial;Vila Mariana;0;0;0;705;113400;;0
Flat Residencial;Butantã;3;1;1;79;1680;780;84
Flat Residencial;Perdizes;4;1;0;136;3360;702;16524
Flat Residencial;Interlagos;2;0;1;105;2400;10776;1566
Flat Residencial;Jardins;3;1;1;145;9000;2040;5544
Flat Residencial;Santana;3;0;0;85;1140;408;0
Flat Residencial;Morumbi;3;2;1;105;3600;2040;0
Sala Comercial;Paraíso;0;8;0;595;637632;254772;23028
Flat Residencial;São Miguel Paulista;3;0;0;105;1560;;0
Flat Residencial;Santana;2;1;0;77;1800;492;60
Flat Residencial;Cambuci;1;0;0;50;1320;3924;648
Flat Residencial;Higienópolis;4;2;2;235;9600;4800;480
Sala Comercial;Morumbi;0;8;0;254;15600;113988;30168
Edifício Completo;Vila Matilde;0;0;0;605;7200;;1320
Edifício Completo;Bela Vista;0;30;0;6705;396000;;0
Sala Comercial;Morumbi;0;2;0;87;4200;3000;6672
Flat Residencial;Grajaú;2;1;0;70;1020;90;0
Flat Residencial;Higienópolis;4;1;2;349;21600;4080;12600
Flat Residencial;Jardins;3;1;1;135;7800;1650;4728
Flat Residencial;Grajaú;3;1;0;55;1080;;0
Flat Residencial;Higienópolis;4;2;2;359;14160;49596;0
Flat Residencial;Morumbi;3;2;1;152;4440;23484;6072
Flat Residencial;Interlagos;3;2;1;105;29892;600;0
Flat Residencial;Alto de Pinheiros;2;1;1;95;6600;1428;240
Estabelecimento Comercial;Campo Limpo;0;0;0;85;5400;;0
Residência em Condomínio;Alto da Lapa;4;4;4;605;24000;2160;19200
Flat Residencial;Jaguaré;2;1;0;74;1800;720;180
Edifício Completo;Sé;0;0;0;605;20400;;0
Sala Comercial;Morumbi;0;1;0;35;1440;1104;0
Flat Residencial;Vila Mariana;3;2;1;98;4800;1320;282
Sala Comercial;Morumbi;0;0;0;49;840;1932;17748
Flat Residencial;Paraíso;1;0;0;45;3600;;0
Flat Residencial;Perdizes;2;0;0;70;1440;624;102
Flat Residencial;Jardim Ângela;3;1;0;59;1680;408;336
Sala Comercial;Sé;0;0;0;112;4560;3372;7116
Residência;Grajaú;2;1;0;78;1440;;0
Flat Residencial;Jardins;4;1;0;205;9600;3000;360
Sobrado Pequeno;Vila Matilde;1;0;0;45;1020;;0
Flat Residencial;Morumbi;2;1;1;85;3000;1152;0
Residência;Interlagos;5;4;3;365;18000;;7284
Armazém Industrial;Perdizes;0;0;0;65;3000;;0
Flat Residencial;Jardins;3;1;1;131;7200;1980;708
Armazém Industrial;Penha (SP);0;0;0;2830;33600;;0
Flat Residencial;Morumbi;2;1;1;93;2520;1440;0
Sala Comercial;Vila Mariana;0;4;0;202;26400;87672;0
Flat Residencial;Jardins;2;1;1;105;7800;15516;354
Flat Residencial;Morumbi;7;4;2;565;18000;1860;28272
Estabelecimento Comercial;Cambuci;0;0;0;41;4800;5748;1512
Flat Residencial;Jardim Paulista;2;1;1;108;4620;11616;1872
Flat Residencial;Paraíso;3;1;1;165;9600;1920;300
Flat Residencial;Interlagos;3;1;1;95;2760;1140;0
Sala Comercial;Sé;0;1;0;452;483492;148824;19632
Flat Residencial;Morumbi;1;1;1;76;1680;876;0
Flat Residencial;Paraíso;1;0;0;46;2040;480;852
Flat Residencial;Jardim Europa;3;0;3;140;15000;3000;0
Flat Residencial;Higienópolis;3;1;2;145;6000;1452;714
Sala Comercial;Sé;0;0;0;59;2400;7704;312
Residência em Condomínio;Butantã;2;1;0;80;1800;108;60
Flat Residencial;Higienópolis;3;1;0;100;3480;1560;192
Residência em Condomínio;Morumbi;5;6;5;1305;408108;;0
Flat Residencial;Vila Monumento;2;0;0;69;1560;480;0
Sala Comercial;Sé;0;3;0;686;32400;10446;3480
Sala Comercial;Jaguaré;0;1;0;32;720;540;624
Flat Residencial;Santana;2;0;0;69;1320;8172;0
Flat Residencial;Higienópolis;2;0;0;85;2760;1074;2064
Flat Residencial;Vila Madalena;3;3;1;257;9480;22824;7608
Estabelecimento Comercial;Morumbi;0;1;0;45;1680;1320;0
Flat Residencial;Vila Ré;2;1;0;55;960;132;0
Flat Residencial;Morumbi;2;1;1;71;2160;1320;2556
Flat Residencial;Jardins;3;1;0;125;6000;15408;0
Flat Residencial;Brasilândia;1;0;0;32;780;;0
Flat Residencial;Grajaú;1;0;0;45;600;;0
Estabelecimento Comercial;Higienópolis;0;0;0;334;42000;;4440
Flat Residencial;Morumbi;4;3;4;153;3000;1644;0
Flat Residencial;Santana;2;0;1;57;1200;660;168
Flat Residencial;Jaçanã;2;1;0;89;1440;4824;0
Flat Residencial;Vila Mariana;4;2;2;698;18000;48996;2160
Flat Residencial;Jardins;2;0;0;75;4500;300;8772
Sala Comercial;Sé;0;0;0;473;42120;89856;0
Residência;Interlagos;4;2;2;205;2760;1044;168
Apart-Hotel;Morumbi;1;1;1;41;1440;1200;24
Flat Residencial;Vila Madalena;1;0;0;56;2754;480;126
Flat Residencial;Vila Mariana;3;1;1;106;6120;1548;0
Sala Comercial;Sé;0;0;0;35;840;516;0
